item_id,item_price,product_type,department_name
G9345,3808,I527,Furniture
J4786,2848,E808,Baby
F182,1177.5,C652,Books
I5461,896,J858,Computers & Accessories
H5860,832,C106,Computers & Accessories
B11052,3974,E382,Electronics
B12843,1958,F036,Beauty
B00096,800,H948,Clothing & Accessories
J0099,74649.5,B76,Computers & Accessories
B27257,425.5,G338,Beauty
B18631,1657.5,J321,Beauty
F6307,1600,B001,Collectibles
F4263,1052.5,G186,Computers & Accessories
I9022,3256,C203,Beauty
H1705,99,C828,Furniture
B11377,2432,E90,Clothing & Accessories
D8929,2176,C106,Clothing & Accessories
G9016,1203,B049,Furniture
B29050,12096,F213,Apps & Games
J1469,32706,J407,Apps & Games
B03142,1843,C68,Computers & Accessories
H4369,905.5,H768,Garden & Outdoors
I7863,560,G751,Apps & Games
H7441,947.5,F353,Collectibles
B03701,94840.5,F403,Baby
J9465,70080,J314,Books
B20877,3363,B0226,Books
B18279,1437,H701,Beauty
G7419,2563,J723,Baby
B24355,889.5,B0000,Beauty
F0269,2592,C874,Computers & Accessories
G5433,1184,E452,Computers & Accessories
H026,3132.5,J397,Beauty
B24621,161,F61,Baby
J4697,233.5,I251,Baby
C8985,3040,E145,Furniture
C6255,176,E473,Furniture
G1650,4135,D466,Clothing & Accessories
C2886,1120,H916,Apps & Games
B12519,700.5,F420,Computers & Accessories
B12764,1836.5,G245,Electronics
I9800,38368,G765,Books
B19748,563,H069,Garden & Outdoors
B26455,304,E412,Baby
B02059,1753.5,I121,Collectibles
B9040,768,C874,Beauty
C8839,380.5,D055,Baby
I4261,2361.5,E458,Garden & Outdoors
B02914,1916.5,B417,Clothing & Accessories
F734,1730.5,C874,Books
G4894,2131,H383,Apps & Games
J8539,796.5,F622,Collectibles
H4039,1436.5,I448,Collectibles
H8728,319,D934,Garden & Outdoors
J8303,9856,C953,Apps & Games
J5914,2976,D680,Electronics
H433,2208,F469,Collectibles
E5643,294.5,I558,Furniture
F1963,339,G633,Electronics
B02179,1411,G131,Garden & Outdoors
F9691,2851,C921,Furniture
B16506,4064,E90,Electronics
C7432,348.5,B0182,Clothing & Accessories
D9120,9536,B0336,Collectibles
E7751,8288,J314,Beauty
D2532,4476.5,J375,Baby
C2329,1332.5,B0461,Books
B6434,5408,D755,Garden & Outdoors
G8541,9220.5,F036,Electronics
D9751,960,D940,Computers & Accessories
B30302,240,H180,Garden & Outdoors
B26816,2448,E508,Computers & Accessories
B06668,537.5,I834,Beauty
F846,1094,H658,Electronics
B9092,14787.5,F403,Baby
I2950,928,D928,Furniture
J2537,508.5,D928,Furniture
J7124,535.5,E414,Clothing & Accessories
C0351,3427,F31,Electronics
J0366,569.5,D113,Baby
C3160,441.5,J07,Computers & Accessories
E9516,627.5,E524,Computers & Accessories
H832,23360,G035,Garden & Outdoors
G0625,2233.5,D285,Beauty
J9924,201.5,D635,Electronics
I2933,1465.5,H554,Computers & Accessories
E650,7008,C331,Collectibles
J8014,156.5,C828,Garden & Outdoors
B05751,1353.5,H729,Furniture
B06127,7008,H082,Baby
I6156,633.5,I517,Computers & Accessories
J3574,5056,H141,Clothing & Accessories
G6495,105.5,E502,Books
E6323,2099,E458,Electronics
B0618,2822,D774,Baby
B30111,473.5,I251,Collectibles
B10455,3100.5,D328,Furniture
B19494,10848,E646,Beauty
B31795,921.5,G984,Electronics
J7058,956.5,J670,Clothing & Accessories
I4381,4435,H962,Computers & Accessories
G0826,100.5,H633,Baby
G182,976,B549,Electronics
B5008,861,C356,Baby
E2297,540.5,D202,Clothing & Accessories
H3642,14688,I986,Computers & Accessories
D5394,832,C106,Apps & Games
D3379,31680,H207,Computers & Accessories
D4473,1494,G725,Electronics
B24440,1820.5,H885,Garden & Outdoors
B29936,488,B0077,Beauty
B04058,100.5,H633,Beauty
D5345,540.5,H818,Beauty
F6218,1134,H376,Clothing & Accessories
G0097,25105.5,G503,Books
G6666,756,F049,Electronics
G282,796.5,B732,Computers & Accessories
D5699,4291,F967,Books
J2846,96,D674,Books
B01548,361.5,I251,Beauty
I8158,1536,I386,Books
B01782,1552,H092,Books
J9770,432,F085,Baby
B7259,1728,C417,Electronics
D4237,217.5,B505,Beauty
H9075,7008,D057,Computers & Accessories
E9998,976,I834,Baby
E7926,5392,H948,Garden & Outdoors
B07202,224,E411,Baby
B4503,3648.5,B350,Apps & Games
J6337,3453,B702,Beauty
B26971,1055,H326,Clothing & Accessories
G4144,633.5,H846,Electronics
B05850,444.5,G608,Computers & Accessories
B7432,374,G201,Computers & Accessories
G9756,864,E253,Collectibles
I9892,332.5,C637,Beauty
E2632,2073.5,C106,Computers & Accessories
B31210,361.5,C637,Garden & Outdoors
D6026,13056,I731,Collectibles
B19102,508.5,G318,Apps & Games
G3366,7840,E693,Books
B20870,1052.5,G186,Computers & Accessories
I8868,508.5,F347,Collectibles
G1636,388.5,B0471,Electronics
E8595,897.5,J582,Clothing & Accessories
F8728,688,B0159,Apps & Games
F9304,1526,B578,Beauty
J8598,1360,H08,Clothing & Accessories
H7649,2208,I890,Apps & Games
E9667,2116,B469,Collectibles
J1924,1152,F300,Clothing & Accessories
B30917,23488,B0478,Garden & Outdoors
B09831,3168,F04,Apps & Games
B16949,918.5,F834,Apps & Games
I7069,21600,B168,Books
B29729,2528,B215,Computers & Accessories
E2814,416,B892,Books
J8029,645,H651,Books
G8908,976,G898,Garden & Outdoors
D169,720,F99,Baby
B14746,12768,D408,Books
B1252,5632,C476,Electronics
B05548,188.5,I857,Collectibles
D2910,12768,J279,Apps & Games
B04734,1136,F853,Furniture
B23101,1566.5,B0165,Computers & Accessories
B31391,1369.5,F88,Apps & Games
C4942,2584,I324,Collectibles
G1574,665.5,H768,Furniture
J151,921.5,B0189,Collectibles
E4252,1310,E628,Apps & Games
D8097,6348.5,B76,Furniture
I5021,4822.5,D22,Baby
G7913,2544,H687,Computers & Accessories
B14731,18.5,B202,Furniture
F8505,176,I442,Beauty
B06355,1600,E337,Furniture
F6336,2496,E757,Apps & Games
I6783,40320,G035,Furniture
D0048,1248,F386,Computers & Accessories
H6108,5259,I420,Apps & Games
G2396,1642.5,D620,Computers & Accessories
B03945,188.5,H03,Garden & Outdoors
B20271,2646.5,G107,Clothing & Accessories
B23134,1280,E309,Books
B16897,348.5,B929,Baby
I2398,636.5,I577,Furniture
C5897,7040,I178,Collectibles
B26416,63360,J344,Apps & Games
J3271,19291.5,F403,Apps & Games
D3871,1064,E701,Electronics
J0799,432,F081,Beauty
D5654,1612.5,G201,Furniture
E0385,12262,F164,Computers & Accessories
B2274,14288,C874,Clothing & Accessories
B0453,192,F700,Baby
G3853,409.5,D113,Electronics
G8053,4416,B961,Furniture
F2200,896,E91,Clothing & Accessories
F9789,953.5,B949,Furniture
D5516,551.5,J767,Books
F9545,1888,F526,Clothing & Accessories
G8181,848,C829,Baby
F6962,1411,H933,Books
D8723,3840,E757,Collectibles
B1942,230,E340,Collectibles
F3311,2693,B538,Baby
B18274,537.5,H375,Computers & Accessories
C546,1376.5,D667,Garden & Outdoors
F5817,928,D168,Furniture
B12597,147,H808,Garden & Outdoors
J9344,832,F222,Furniture
H227,760,C925,Baby
I7192,1084.5,F416,Garden & Outdoors
C9420,608,B619,Garden & Outdoors
C9057,893.5,J86,Furniture
E5740,672,B052,Computers & Accessories
D8887,2366,I324,Furniture
D4352,472,J195,Computers & Accessories
F5404,320,C066,Collectibles
E4731,13386,H329,Books
H146,1276.5,J86,Garden & Outdoors
E2457,7328,C376,Electronics
B23805,313.5,H238,Beauty
G2247,243,F189,Beauty
B30003,1116.5,F86,Baby
J0879,1264,E483,Computers & Accessories
I5492,1804.5,E183,Books
B28831,1373.5,J29,Garden & Outdoors
G088,777.5,E057,Books
D8708,506.5,B945,Beauty
D8157,720,C74,Collectibles
B16460,974.5,B038,Collectibles
H5051,969.5,F783,Garden & Outdoors
B22276,1216,B188,Books
B21737,6500.5,G825,Clothing & Accessories
B19550,1088,I386,Clothing & Accessories
I2814,985.5,H488,Computers & Accessories
C482,281.5,C578,Garden & Outdoors
G7954,5088,F403,Electronics
F8091,1264,D045,Collectibles
C7095,924.5,H233,Clothing & Accessories
B21315,1146,J715,Electronics
G4362,601.5,B945,Apps & Games
E2823,1146,E387,Computers & Accessories
D2948,2102,H071,Apps & Games
C036,563,B427,Beauty
I962,814.5,G936,Electronics
B19028,20768,E986,Baby
G3807,2048,E452,Baby
I0769,380.5,D202,Baby
I8889,153.5,F700,Clothing & Accessories
J4799,29424,D045,Apps & Games
B21493,944,B0541,Collectibles
H7278,950,F86,Furniture
B8300,1173,B0431,Garden & Outdoors
C4961,1276.5,C582,Garden & Outdoors
F2136,1088.5,F783,Baby
B29705,236.5,G870,Books
B21078,2464,H640,Clothing & Accessories
B19037,4608,C874,Apps & Games
B19045,1728,B0083,Electronics
B18195,1308.5,F420,Collectibles
B24230,2819,I520,Furniture
G8061,304,F700,Garden & Outdoors
B03790,12568.5,D009,Electronics
B09290,592,D055,Beauty
B30420,1497.5,E484,Furniture
E1475,672,E340,Collectibles
H6695,1439.5,B609,Baby
G1427,4096,H228,Collectibles
G3952,1545.5,F622,Computers & Accessories
D4126,374,G319,Computers & Accessories
B15562,448,E237,Apps & Games
G9905,768,B0432,Computers & Accessories
D2114,956.5,B840,Computers & Accessories
H9023,860.5,E452,Electronics
H1934,2877,B0484,Computers & Accessories
F9518,7616,B559,Furniture
B16408,188.5,I558,Clothing & Accessories
B31760,67360,G960,Electronics
B3409,1675.5,I509,Apps & Games
J8170,1238,H85,Books
E479,764.5,I580,Electronics
I9109,620,H030,Collectibles
C7278,496,G077,Clothing & Accessories
D4564,3792,H08,Garden & Outdoors
G290,586.5,E220,Beauty
B02923,6208,I858,Beauty
B26148,1040,I251,Clothing & Accessories
E0796,2597.5,E924,Clothing & Accessories
D2737,128,H312,Garden & Outdoors
J1510,2675,F814,Electronics
C3471,297.5,J839,Garden & Outdoors
B06086,124.5,E014,Clothing & Accessories
D6638,3488,I986,Baby
E1168,685,B0105,Baby
H5321,9576,D606,Furniture
B06205,57248,C521,Beauty
B10257,23571,G483,Baby
B27900,1760,J08,Furniture
G1595,100.5,G303,Baby
C7013,1169.5,J270,Baby
I5075,1878,F609,Clothing & Accessories
B16429,1235.5,D844,Computers & Accessories
H3453,147,J07,Electronics
I4565,25523,C099,Beauty
F3613,473.5,J498,Apps & Games
I932,1177.5,B762,Furniture
F1013,62368,D184,Clothing & Accessories
B1631,1520,G0,Beauty
J8471,176.5,G648,Electronics
D5901,2851,F62,Baby
H2437,576,E729,Electronics
C6196,124.5,E340,Computers & Accessories
I8507,120.5,E850,Electronics
J471,752.5,F609,Garden & Outdoors
B29016,2505.5,J708,Furniture
C6636,764.5,C845,Computers & Accessories
G0204,8262,B417,Beauty
H4158,736,I931,Collectibles
I7301,387,F455,Books
C0592,633.5,C996,Electronics
H1628,828.5,J181,Clothing & Accessories
B7742,22336,J461,Beauty
E3111,1848.5,B198,Collectibles
H3184,70,H043,Apps & Games
J7434,249.5,J498,Beauty
B26505,4000,B0041,Apps & Games
H7314,1792,F939,Beauty
B02935,264.5,D529,Baby
I8100,2851,B008,Electronics
B14559,429,F897,Beauty
B13575,1689.5,J008,Beauty
C1580,187.5,D675,Apps & Games
G9891,1731.5,B0304,Beauty
G2369,3968,E76,Collectibles
H7771,316.5,D378,Garden & Outdoors
E5511,86,D055,Books
B02527,1817.5,B231,Baby
F805,1975.5,F427,Beauty
B22099,2848,F560,Clothing & Accessories
H2377,2010,I179,Furniture
B8473,480,F142,Garden & Outdoors
D4891,6368,C765,Beauty
B22673,544,H203,Computers & Accessories
B05905,665.5,F049,Electronics
C7012,1072,H488,Books
D2875,316.5,D248,Collectibles
D048,54080,F411,Furniture
E3521,2252.5,D992,Apps & Games
B1626,896,E183,Books
J3929,1916.5,H027,Computers & Accessories
B22073,3254,C417,Books
B29718,1326,B0041,Garden & Outdoors
C4581,1136,E605,Apps & Games
H4246,761.5,I994,Collectibles
B06608,2880,D861,Clothing & Accessories
E8455,5328,D303,Furniture
F6703,1876.5,I748,Furniture
B20459,9888,J172,Baby
E4936,8678,F161,Computers & Accessories
F4892,624,H738,Garden & Outdoors
H7236,3996.5,E646,Baby
I7973,46496,D642,Beauty
H3619,1091.5,H34,Electronics
G8790,620.5,E594,Electronics
C2343,3168,F091,Baby
J8753,974.5,B272,Baby
H9678,576,F30,Furniture
G7093,716.5,H488,Apps & Games
J9904,1532.5,B406,Computers & Accessories
B9802,573,J723,Apps & Games
E192,2822,D718,Electronics
C4238,656.5,D667,Beauty
B31552,12438.5,B417,Beauty
B9127,14528,F282,Garden & Outdoors
J8386,629.5,H059,Books
D0001,224,C724,Furniture
G735,563,F622,Baby
B31051,217.5,G251,Computers & Accessories
H7381,508.5,I558,Clothing & Accessories
B10281,2304,G122,Apps & Games
E0793,1785.5,J631,Baby
B00593,1472,D732,Garden & Outdoors
C9091,700.5,I069,Electronics
B7626,1321.5,E832,Furniture
J1670,1708,C456,Collectibles
G3396,294,G420,Computers & Accessories
B19969,512.5,J77,Garden & Outdoors
F6934,4128,I034,Computers & Accessories
H2809,2012.5,J86,Apps & Games
B10105,23097.5,J213,Electronics
B16075,2032,C781,Furniture
B2691,672,E244,Beauty
C4536,768,E379,Books
B19450,2304,C09,Garden & Outdoors
J5919,633.5,H661,Electronics
D3480,188.5,F426,Computers & Accessories
C3727,2160,G201,Baby
G8986,43836,D881,Clothing & Accessories
J83,796.5,G186,Collectibles
B5741,6745.5,H599,Apps & Games
B12405,3168,C79,Electronics
B12958,748.5,H998,Beauty
B25942,358,E309,Apps & Games
B02132,2556.5,B293,Computers & Accessories
J2230,828.5,C524,Computers & Accessories
B19074,100.5,B0209,Clothing & Accessories
G85,1410.5,B36,Clothing & Accessories
B11037,25920,E59,Apps & Games
B1822,508.5,F34,Books
B13720,1596.5,G144,Apps & Games
H9456,1273.5,I917,Garden & Outdoors
C933,1152,D685,Apps & Games
D5785,97888,E464,Garden & Outdoors
F5578,307,I936,Garden & Outdoors
B6893,576,G575,Baby
B08884,732.5,B743,Clothing & Accessories
E1733,3168,H284,Clothing & Accessories
F9857,69616,C953,Collectibles
B2831,774,C554,Computers & Accessories
E4777,138,H885,Computers & Accessories
J1865,1177.5,J369,Electronics
I8851,1082.5,I127,Electronics
D4360,1555,F622,Garden & Outdoors
D2968,486,I579,Books
H4922,412.5,E877,Computers & Accessories
G3942,1555,B008,Clothing & Accessories
G9922,3488,H392,Baby
I8399,640,G62,Garden & Outdoors
G4503,4544,D249,Furniture
F4548,572.5,H936,Furniture
F8155,17536,G740,Electronics
B07870,960,D933,Electronics
J4495,320,B0178,Electronics
E5363,816,H71,Apps & Games
B31778,281.5,C724,Electronics
F7911,377.5,F376,Furniture
B18311,1437,B2,Electronics
I1464,5600,I429,Apps & Games
J8995,17260.5,B538,Beauty
I39,128,J614,Garden & Outdoors
C0538,1600,C874,Furniture
G5627,1081.5,B0573,Beauty
B18185,1852.5,D045,Electronics
E8167,508.5,I834,Furniture
E8083,764.5,H615,Garden & Outdoors
J0051,63104,B200,Apps & Games
I7212,947.5,G498,Furniture
B07336,6502,D009,Books
C5977,195.5,H467,Collectibles
D6966,124.5,I023,Baby
B24114,31660.5,D184,Computers & Accessories
F3577,1888,F403,Clothing & Accessories
I8591,1273.5,D113,Garden & Outdoors
D8148,312.5,E297,Apps & Games
J1322,408,C874,Clothing & Accessories
C1807,1596.5,C949,Apps & Games
B02651,572.5,D101,Garden & Outdoors
C438,368,J181,Beauty
H5747,251,D248,Computers & Accessories
E3609,4457.5,G607,Furniture
E9548,380.5,D202,Apps & Games
F5916,1648,G0,Beauty
E6160,816,J582,Electronics
B0767,637,G239,Beauty
F6005,6143,E517,Baby
B06411,633.5,F242,Computers & Accessories
J6414,252.5,F825,Computers & Accessories
J3591,2956.5,B194,Garden & Outdoors
E6717,636.5,H753,Furniture
I6193,1149,G314,Garden & Outdoors
H0588,3840,G764,Collectibles
B19231,156.5,E824,Books
H303,39712,C953,Garden & Outdoors
J7416,2880,G367,Books
I30,489.5,H192,Clothing & Accessories
D682,456.5,H632,Clothing & Accessories
H0266,736,D260,Clothing & Accessories
C9290,1088.5,H467,Clothing & Accessories
B01185,1052.5,C182,Collectibles
H1738,1836.5,D528,Garden & Outdoors
B17492,3997,J723,Electronics
B4479,2275,D503,Garden & Outdoors
G4477,160,D604,Furniture
B18235,633.5,F049,Beauty
B4733,19168,E986,Apps & Games
D6503,864,J977,Books
B28551,793.5,F568,Clothing & Accessories
B758,1929.5,C466,Apps & Games
F1053,534,F902,Apps & Games
C5917,704.5,B518,Clothing & Accessories
H9237,2233.5,F622,Furniture
J6718,1376,H718,Electronics
B07452,384,F622,Beauty
E1778,508.5,C948,Electronics
B8573,633.5,G105,Furniture
H1744,2656,B994,Clothing & Accessories
B0207,7296,D49,Beauty
B10707,6992,H15,Computers & Accessories
H0481,1276.5,I284,Apps & Games
I3988,953.5,B0222,Beauty
G2556,4096,F637,Furniture
I9297,5731,C417,Furniture
B24918,233.5,C637,Clothing & Accessories
B21024,796.5,D202,Books
B10243,2208,D373,Computers & Accessories
B06552,1670,B0471,Clothing & Accessories
D8119,1081.5,H554,Collectibles
J5351,470,I506,Electronics
E8260,953.5,G545,Baby
B11709,480,B0015,Baby
B03250,31680,C765,Books
B24718,12128,I986,Clothing & Accessories
J1599,993.5,B0541,Furniture
F0818,188.5,B0129,Computers & Accessories
C9807,566,G718,Clothing & Accessories
B24677,1286,G679,Apps & Games
D9884,416,J247,Apps & Games
B6361,13664,B845,Clothing & Accessories
I3521,89344,D642,Books
J4832,31.5,H03,Beauty
B9663,8160,I189,Collectibles
C1715,1437,C455,Electronics
B04078,1421,G325,Furniture
B19481,272,D055,Electronics
D0567,6192,I467,Furniture
H2272,686,F294,Books
B29944,1779.5,I69,Baby
B18738,1031,E524,Clothing & Accessories
H8923,312,D737,Beauty
B26236,57568,D184,Books
E6206,1491.5,B436,Garden & Outdoors
B02491,537.5,I698,Beauty
F2216,953.5,I622,Beauty
F8925,476.5,G105,Beauty
I2259,7968,H962,Beauty
I6001,508.5,I411,Garden & Outdoors
B9303,1568,B207,Collectibles
E3150,304,H06,Electronics
G8233,2140.5,D101,Baby
B6549,2208,G822,Clothing & Accessories
B18386,444.5,I834,Apps & Games
I3667,4028.5,D755,Apps & Games
I8206,1520,G0,Garden & Outdoors
B7666,1149,J444,Beauty
B03309,560,B532,Apps & Games
C1504,640,C874,Garden & Outdoors
C1388,188.5,F628,Furniture
E3600,1216,F85,Electronics
E7421,316.5,G107,Furniture
C2927,12800,J174,Beauty
E1588,409.5,G436,Apps & Games
C3001,368.5,H467,Books
H0844,1035.5,J533,Beauty
B03818,2848,G525,Furniture
B19475,269,C456,Beauty
B01016,2278,G295,Clothing & Accessories
B32173,1584,E861,Collectibles
D0636,444.5,E188,Baby
F8915,2172,F276,Collectibles
I4477,5587,D606,Beauty
D6689,1725,B0484,Computers & Accessories
E2287,700.5,B0489,Apps & Games
J3680,92.5,F416,Apps & Games
G369,18950,B119,Furniture
F9771,1600,H462,Collectibles
J8287,953.5,I522,Electronics
J2800,432,I506,Furniture
H8415,716.5,E91,Furniture
D1526,1224,B0239,Garden & Outdoors
J2398,960,E244,Clothing & Accessories
B05079,4608,D184,Apps & Games
B19126,608,E418,Furniture
E8998,1568,B529,Furniture
B7397,8256,H962,Computers & Accessories
B30013,1353.5,J109,Clothing & Accessories
J5386,473.5,B008,Clothing & Accessories
G366,140.5,J325,Electronics
C885,700.5,G563,Garden & Outdoors
I2953,13157.5,D184,Garden & Outdoors
F0917,5779,D364,Clothing & Accessories
G8349,1581,F663,Books
J982,1052.5,H881,Computers & Accessories
B10569,1769.5,E803,Electronics
F8227,656,C863,Apps & Games
H8419,316.5,C874,Clothing & Accessories
B09766,480,H885,Computers & Accessories
D4896,633.5,F049,Computers & Accessories
D9818,1372.5,J492,Beauty
I3214,448,H203,Electronics
H6515,1120,J041,Garden & Outdoors
B13556,249.5,H854,Clothing & Accessories
H7415,476.5,E188,Computers & Accessories
I2837,732.5,D101,Electronics
B20757,489.5,C874,Apps & Games
C0088,1396.5,I873,Clothing & Accessories
B26787,6374,F164,Electronics
I6293,953.5,G91,Baby
E3029,924.5,F225,Furniture
F8474,1062.5,B0351,Electronics
B12782,2570.5,E924,Baby
G4507,1961.5,F276,Beauty
I7915,412.5,E706,Books
C4954,1437,J658,Electronics
B24493,6243,D045,Furniture
H7864,1434,E991,Beauty
I7967,1296,J789,Clothing & Accessories
E4522,259,I834,Collectibles
F8784,1023,B038,Computers & Accessories
I2108,924.5,C344,Furniture
J4104,2124.5,J023,Collectibles
F6989,133,D652,Baby
B01663,12128,C724,Apps & Games
D1794,1958,I247,Collectibles
D6482,2787,C387,Electronics
D9705,372,D606,Apps & Games
B9382,2851,J641,Garden & Outdoors
B07351,512,E93,Books
E5532,1888,G62,Clothing & Accessories
B4575,25824,H455,Electronics
B18222,861,G898,Collectibles
B31605,35324.5,B851,Electronics
B1523,764.5,G186,Collectibles
C0521,15936,I994,Computers & Accessories
H5584,320,B683,Books
E4072,16373.5,C377,Computers & Accessories
E4761,13832,D606,Furniture
B02634,7017.5,D593,Baby
E4386,1667.5,I834,Baby
D53,2275,E036,Clothing & Accessories
E4746,1408,F449,Beauty
B01109,462,C447,Baby
G5660,4605,J723,Collectibles
H2870,3808,C376,Electronics
E1378,576,E360,Collectibles
B7631,1728,G764,Books
E8307,874.5,E449,Computers & Accessories
D1548,3696,G237,Clothing & Accessories
C623,2278,G295,Furniture
B8628,809.5,D113,Books
D8680,3392,D82,Garden & Outdoors
D2258,847,F251,Electronics
E0528,11776,H999,Clothing & Accessories
B18546,4924.5,J397,Collectibles
J7911,1814,B008,Garden & Outdoors
B1001,2698.5,D65,Beauty
B0126,446,H816,Baby
D568,3388.5,E986,Clothing & Accessories
I8053,1062,J86,Computers & Accessories
E994,1184,H885,Garden & Outdoors
J4304,2275,C494,Clothing & Accessories
J1826,17568,B0269,Electronics
H254,701.5,E297,Clothing & Accessories
E0444,252.5,J820,Baby
F6118,2013,E956,Beauty
F7774,3136,B0386,Electronics
B834,5408,E497,Computers & Accessories
F1339,1436.5,C521,Books
J6915,3168,G823,Baby
B20301,2016,C09,Collectibles
E2144,1088,E309,Books
C9233,2297.5,F62,Apps & Games
B26941,1116.5,F622,Furniture
B21158,1565.5,J86,Apps & Games
B02243,19840,G239,Books
D7608,208,H738,Apps & Games
E6522,3868.5,H63,Apps & Games
H4786,1872,C09,Books
J6068,2016,B343,Garden & Outdoors
B08811,1689.5,B611,Beauty
I7317,960,I607,Garden & Outdoors
E0821,384,B0304,Electronics
E0272,2589,D484,Computers & Accessories
G2372,208,E309,Baby
B23659,680,F664,Apps & Games
B16033,23528,B422,Garden & Outdoors
H6043,320,E850,Electronics
I5302,4569.5,J789,Apps & Games
G6847,944.5,D289,Collectibles
G3608,1740.5,J023,Apps & Games
E0830,288,B207,Baby
J0613,2364.5,E986,Clothing & Accessories
B00561,384,F441,Electronics
B24224,570,H093,Books
H3457,92.5,B293,Apps & Games
C2161,240,B266,Beauty
B01004,2275,E338,Furniture
D5558,764.5,F225,Baby
J610,476.5,C189,Books
E8751,1568,C954,Beauty
B3391,4288,B712,Electronics
H0624,316.5,C661,Furniture
E6389,6432,F269,Collectibles
F5093,179,D248,Apps & Games
C6494,508.5,E21,Apps & Games
D8803,12480,C931,Furniture
B25234,540.5,C366,Apps & Games
J6550,374,E340,Collectibles
H6045,773.5,E414,Books
H2967,610.5,I560,Furniture
J08,368,B738,Beauty
G3701,3484.5,F456,Books
E0658,409.5,I069,Electronics
I9771,204.5,D055,Computers & Accessories
J5273,544,D184,Baby
E6673,1020.5,F403,Collectibles
F3975,412.5,J670,Clothing & Accessories
B22798,27673.5,J878,Apps & Games
B09795,1062.5,F999,Apps & Games
J4204,992,G0,Computers & Accessories
H0995,2236.5,C376,Garden & Outdoors
B9366,9184,J344,Furniture
I3891,345.5,C528,Clothing & Accessories
B9371,1856,G718,Collectibles
G2126,1824,D933,Beauty
B3261,1713.5,G737,Clothing & Accessories
B11310,291,H043,Baby
H8388,661.5,E014,Books
H8526,409.5,E556,Baby
H0943,835,J926,Books
H1973,1824,B049,Baby
F6222,1273.5,C106,Books
B28562,313.5,D113,Furniture
F8175,563,H069,Clothing & Accessories
D1572,4448,C376,Beauty
J1137,604.5,F93,Beauty
J6834,889.5,G835,Furniture
B19518,1849.5,B242,Electronics
B5307,1728,D067,Computers & Accessories
F0010,907,C864,Apps & Games
E7918,944,G708,Collectibles
I3849,784,B360,Apps & Games
H0118,956.5,E713,Beauty
B9726,3200,F526,Garden & Outdoors
J4363,6658.5,E484,Garden & Outdoors
G2745,1224,E639,Apps & Games
B24855,1049.5,I600,Electronics
I7813,331,B738,Collectibles
G1928,397,B0371,Collectibles
B11011,12240,E15,Apps & Games
G6692,532.5,E476,Clothing & Accessories
C2315,1088,C874,Furniture
C4426,1696,G731,Collectibles
H5940,583,D302,Beauty
G7902,685,E741,Collectibles
B23139,2873.5,C306,Garden & Outdoors
D2490,62958,B0331,Furniture
B13404,1008,G484,Collectibles
B19135,761.5,C167,Apps & Games
B31866,1904,G68,Garden & Outdoors
B14039,764.5,C466,Clothing & Accessories
G0836,12640,F860,Furniture
E9073,1722,B0412,Apps & Games
B12154,496,B0417,Books
H6610,1789.5,J86,Furniture
B22688,1532.5,E396,Furniture
I0916,15027,J174,Garden & Outdoors
B31150,560,J321,Collectibles
B29643,569.5,E396,Electronics
B6901,1574,E378,Furniture
G0360,108.5,D248,Computers & Accessories
B15993,5280,G48,Garden & Outdoors
B5283,256,F002,Garden & Outdoors
D2659,1120,I932,Beauty
C908,1149,F94,Garden & Outdoors
B246,1052.5,E646,Clothing & Accessories
B20970,1238.5,C325,Apps & Games
B09982,1793.5,C64,Computers & Accessories
H1409,1296,D151,Computers & Accessories
D3801,1005,C521,Apps & Games
J1724,3264,H608,Baby
B05359,796.5,I506,Electronics
I9414,7014,H173,Apps & Games
G4912,284.5,B0414,Clothing & Accessories
H6535,6302,E350,Furniture
C5907,345.5,E741,Collectibles
C5167,5664,D874,Baby
J4635,1596.5,I858,Apps & Games
F6250,35200,G878,Electronics
B00665,4768,E76,Books
B20687,745.5,G210,Clothing & Accessories
D4776,3488,H392,Apps & Games
F466,256,B423,Clothing & Accessories
J9092,1031,I415,Garden & Outdoors
D4508,124.5,H803,Clothing & Accessories
B31578,1840,F622,Garden & Outdoors
F7324,870,J582,Baby
I8935,28.5,C874,Apps & Games
H7701,215,C437,Electronics
C4505,1561.5,I121,Garden & Outdoors
B13286,528,F825,Apps & Games
G076,144,D479,Electronics
H0054,112,B0316,Collectibles
J0898,348.5,B022,Furniture
J3328,953.5,G498,Collectibles
G6379,114,C874,Furniture
B31623,2010,B0356,Electronics
I9754,711,I69,Baby
C52,2233.5,C31,Electronics
H5760,828.5,H560,Books
E612,412.5,F568,Furniture
B20259,412.5,G683,Baby
E5618,634.5,B945,Furniture
C732,1149,F966,Clothing & Accessories
B6743,5408,E986,Furniture
B00783,412.5,J995,Garden & Outdoors
B32109,947.5,F353,Furniture
B01761,259,J77,Collectibles
I9393,2692.5,E297,Beauty
B0531,956.5,B0055,Furniture
F1922,1948.5,F267,Computers & Accessories
I5553,1965,I645,Furniture
B11449,2236.5,I074,Collectibles
E1528,1609.5,B5,Furniture
C1011,1385,E30,Apps & Games
J8350,588.5,H761,Electronics
H3167,240,F858,Collectibles
E4473,793.5,B0525,Furniture
D9292,1108,F609,Beauty
B2496,572.5,F251,Apps & Games
D1974,928,D999,Furniture
G3709,57.5,J3,Electronics
D3036,1411,J670,Beauty
F3376,64,J458,Computers & Accessories
B17574,240,D113,Apps & Games
B23141,5056,H608,Electronics
