id,event_timestamp,device_type,session_id,visitor_id,item_id,redirection_source
17350,11/15/2020 10:11,android,B52072,I9240,B07957,FACEBOOK
16970,11/15/2020 10:05,android,B52072,I9240,B17580,Youtube
18057,11/15/2020 10:23,android,B52072,I9240,D9410,GOOGLE
34321,11/15/2020 16:50,android,B52098,B5104,B528,youtube
34246,11/15/2020 16:48,android,B52104,E5746,H522,youtube
30194,11/15/2020 15:19,android,B52168,C8643,E1656,FACEBOOK
30312,11/15/2020 15:22,android,B52168,C8643,J1322,google
19961,11/15/2020 11:04,android,B52295,I3101,G9361,Youtube
35984,11/15/2020 17:30,android,B52572,D0428,B11561,GOOGLE
48913,11/15/2020 21:21,android,B52590,I6786,B06866,GOOGLE
30608,11/15/2020 15:29,android,B52777,D1825,D1935,LinkedIn
30520,11/15/2020 15:27,android,B52777,D1825,I6831,Youtube
47200,11/15/2020 20:58,android,B5293,J1014,B12966,google
47326,11/15/2020 20:59,android,B5293,J1014,D3219,Youtube
40676,11/15/2020 19:09,android,B53105,C4254,D0812,Google
29374,11/15/2020 15:01,android,B53112,C7806,B10374,youtube
29417,11/15/2020 15:02,android,B53112,C7806,I5403,Google
10330,11/15/2020 7:37,android,B53129,F1,B7625,youtube
27717,11/15/2020 14:19,android,B53130,H2172,C2000,linkedin
31099,11/15/2020 15:39,android,B53171,C5085,B13763,youtube
42040,11/15/2020 19:32,android,B53180,H1952,G4715,linkedin
45880,11/15/2020 20:39,android,B53260,D8396,B14129,Youtube
44911,11/15/2020 20:23,android,B53260,D8396,C9907,google
42045,11/15/2020 19:32,android,B53267,D7400,B13763,youtube
39613,11/15/2020 18:45,android,B53288,C7353,B29671,facebook
39448,11/15/2020 18:42,android,B53288,C7353,D3748,YOUTUBE
21591,11/15/2020 11:40,android,B53381,H0542,I3926,LinkedIn
25499,11/15/2020 13:23,android,B53410,C430,I4704,google
28726,11/15/2020 14:46,android,B53493,I9780,H3414,Youtube
28714,11/15/2020 14:45,android,B53493,I9780,J6616,YOUTUBE
43190,11/15/2020 19:49,android,B53509,I1523,D3633,google
7855,11/15/2020 5:54,android,B53532,G1848,C9726,facebook
7800,11/15/2020 5:49,android,B53532,G1848,I8013,facebook
28872,11/15/2020 14:49,android,B53654,C9941,B10399,google
28325,11/15/2020 14:35,android,B53654,C9941,B24876,Google
26479,11/15/2020 13:47,android,B53654,C9941,F4546,YOUTUBE
27343,11/15/2020 14:09,android,B53654,C9941,G2098,Youtube
33983,11/15/2020 16:42,android,B5373,D5695,C7307,YOUTUBE
33957,11/15/2020 16:41,android,B5373,D5695,E4407,Google
4573,11/15/2020 1:32,android,B53816,B2332,I860,LinkedIn
10556,11/15/2020 7:45,android,B53822,F947,I8013,facebook
10585,11/15/2020 7:46,android,B53822,F947,I8013,google
10927,11/15/2020 7:56,android,B53822,F947,I8013,YOUTUBE
10933,11/15/2020 7:56,android,B53822,F947,I8013,facebook
10947,11/15/2020 7:56,android,B53822,F947,I8013,facebook
11209,11/15/2020 8:02,android,B53822,F947,I8013,youtube
11262,11/15/2020 8:04,android,B53822,F947,I8013,LinkedIn
31347,11/15/2020 15:43,android,B53910,D0374,B0379,google
31422,11/15/2020 15:44,android,B53910,D0374,B0379,GOOGLE
31231,11/15/2020 15:41,android,B53910,D0374,B27045,YOUTUBE
31056,11/15/2020 15:38,android,B53910,D0374,E0001,FACEBOOK
9803,11/15/2020 7:20,android,B53936,H8756,B07282,google
9995,11/15/2020 7:25,android,B53936,H8756,D3633,FACEBOOK
9562,11/15/2020 7:13,android,B53936,H8756,D9095,FACEBOOK
9667,11/15/2020 7:16,android,B53936,H8756,D9095,FACEBOOK
10070,11/15/2020 7:28,android,B53936,H8756,H6404,google
24651,11/15/2020 12:58,android,B53944,C2835,B26800,linkedin
33158,11/15/2020 16:23,android,B53957,E656,D5963,YOUTUBE
13632,11/15/2020 9:02,android,B54292,D2078,D9095,facebook
19304,11/15/2020 10:49,android,B54327,B5505,C1137,google
19228,11/15/2020 10:47,android,B54327,B5505,D359,Youtube
19385,11/15/2020 10:51,android,B54327,B5505,D359,LinkedIn
19653,11/15/2020 10:58,android,B54327,B5505,J9593,Youtube
8794,11/15/2020 6:44,android,B54396,D2794,H8467,facebook
3711,11/15/2020 1:07,android,B54508,B1794,B04673,google
3435,11/15/2020 1:00,android,B54508,B1794,B08442,Youtube
4356,11/15/2020 1:25,android,B54508,B1794,B10374,youtube
3675,11/15/2020 1:06,android,B54508,B1794,C0260,google
4253,11/15/2020 1:21,android,B54508,B1794,C0260,youtube
5209,11/15/2020 1:58,android,B54508,B1794,C0260,FACEBOOK
4135,11/15/2020 1:18,android,B54508,B1794,C129,LinkedIn
4828,11/15/2020 1:42,android,B54508,B1794,C129,Youtube
5274,11/15/2020 2:01,android,B54508,B1794,C129,youtube
4592,11/15/2020 1:33,android,B54508,B1794,D031,google
3266,11/15/2020 0:56,android,B54508,B1794,D2155,facebook
4575,11/15/2020 1:32,android,B54508,B1794,E337,linkedin
3436,11/15/2020 1:00,android,B54508,B1794,F2440,YOUTUBE
3533,11/15/2020 1:02,android,B54508,B1794,F2440,GOOGLE
4255,11/15/2020 1:21,android,B54508,B1794,F2957,YOUTUBE
3139,11/15/2020 0:53,android,B54508,B1794,G6281,FACEBOOK
3895,11/15/2020 1:12,android,B54508,B1794,G8615,LinkedIn
5174,11/15/2020 1:57,android,B54508,B1794,I8013,LinkedIn
5150,11/15/2020 1:56,android,B54508,B1794,J1359,linkedin
3097,11/15/2020 0:52,android,B54508,B1794,J3600,google
16677,11/15/2020 10:00,android,B54591,B4181,B0379,facebook
26847,11/15/2020 13:57,android,B54622,E5913,E6627,Youtube
36474,11/15/2020 17:42,android,B54740,I2649,E8533,facebook
36369,11/15/2020 17:39,android,B54740,I2649,I7438,LinkedIn
49657,11/15/2020 21:34,android,B54770,J1808,E6627,Google
5057,11/15/2020 1:52,android,B54783,I4825,C2134,Google
21601,11/15/2020 11:40,android,B54821,J790,B22839,linkedin
21473,11/15/2020 11:38,android,B54821,J790,I2535,Google
21761,11/15/2020 11:44,android,B54929,I306,B9111,youtube
21763,11/15/2020 11:44,android,B54929,I306,B9111,facebook
21820,11/15/2020 11:45,android,B54929,I306,B9111,facebook
21746,11/15/2020 11:44,android,B54929,I306,C121,GOOGLE
21566,11/15/2020 11:40,android,B54929,I306,E0001,GOOGLE
21742,11/15/2020 11:44,android,B54929,I306,G4241,FACEBOOK
21840,11/15/2020 11:45,android,B54929,I306,H6156,GOOGLE
21516,11/15/2020 11:39,android,B54929,I306,I4704,Google
21842,11/15/2020 11:45,android,B54929,I306,I8425,Youtube
48883,11/15/2020 21:20,android,B54931,H6731,G852,Youtube
49582,11/15/2020 21:32,android,B54931,H6731,G852,GOOGLE
786906,11/29/2020 19:55,iphone,B5505,C3074,E337,GOOGLE
786907,11/29/2020 19:55,iphone,B5505,C3074,E337,Youtube
47253,11/15/2020 20:58,android,B551,C4582,B4546,facebook
47105,11/15/2020 20:56,android,B551,C4582,D9126,linkedin
47901,11/15/2020 21:07,android,B55123,B2179,B26220,youtube
47426,11/15/2020 21:01,android,B55123,B2179,C0944,Youtube
47641,11/15/2020 21:03,android,B55123,B2179,C839,YOUTUBE
47796,11/15/2020 21:05,android,B55123,B2179,G0796,facebook
47377,11/15/2020 21:00,android,B55123,B2179,H4902,google
47806,11/15/2020 21:05,android,B55123,B2179,I705,GOOGLE
47281,11/15/2020 20:59,android,B55123,B2179,J3947,LinkedIn
47602,11/15/2020 21:03,android,B55123,B2179,J3947,facebook
21389,11/15/2020 11:36,android,B55160,C82,D9368,Youtube
20996,11/15/2020 11:27,android,B55160,C82,G4835,youtube
21278,11/15/2020 11:33,android,B55160,C82,H1391,Youtube
21428,11/15/2020 11:37,android,B55160,C82,H1391,GOOGLE
21350,11/15/2020 11:35,android,B55160,C82,H987,LinkedIn
21393,11/15/2020 11:36,android,B55160,C82,H987,youtube
21470,11/15/2020 11:38,android,B55160,C82,H987,Google
21466,11/15/2020 11:38,android,B55160,C82,I8546,GOOGLE
21602,11/15/2020 11:40,android,B55160,C82,I8546,linkedin
45584,11/15/2020 20:34,android,B55299,G0437,B13763,youtube
24183,11/15/2020 12:45,android,B55482,C8955,B03111,Google
24193,11/15/2020 12:45,android,B55482,C8955,B03111,Youtube
24175,11/15/2020 12:45,android,B55482,C8955,B11627,facebook
24181,11/15/2020 12:45,android,B55482,C8955,B11627,facebook
24141,11/15/2020 12:44,android,B55482,C8955,H2955,Youtube
24145,11/15/2020 12:44,android,B55482,C8955,H2955,Google
49662,11/15/2020 21:34,android,B55502,I4627,H3972,YOUTUBE
49541,11/15/2020 21:32,android,B55502,I4627,J5847,google
3280,11/15/2020 0:57,android,B55507,E9641,B03651,YOUTUBE
3396,11/15/2020 0:59,android,B55507,E9641,B18313,facebook
3237,11/15/2020 0:56,android,B55507,E9641,E8806,FACEBOOK
3293,11/15/2020 0:57,android,B55507,E9641,E8806,Google
3336,11/15/2020 0:58,android,B55507,E9641,F7911,google
44537,11/15/2020 20:15,android,B55558,H1958,F6563,Google
30587,11/15/2020 15:29,android,B5557,F1390,C1137,FACEBOOK
30622,11/15/2020 15:29,android,B5557,F1390,C1137,google
40483,11/15/2020 19:05,android,B55597,E4291,J7274,YOUTUBE
40553,11/15/2020 19:06,android,B55597,E4291,J7274,Youtube
41173,11/15/2020 19:18,android,B55691,I8159,B27900,facebook
17121,11/15/2020 10:07,android,B55707,G2708,C1137,google
26447,11/15/2020 13:47,android,B5576,B4177,F4974,google
6807,11/15/2020 4:05,android,B55864,D076,B10820,facebook
6855,11/15/2020 4:10,android,B55864,D076,B16664,Youtube
16306,11/15/2020 9:53,android,B55921,G3325,B0379,GOOGLE
16851,11/15/2020 10:03,android,B55921,G3325,I9373,FACEBOOK
9762,11/15/2020 7:19,android,B55949,G1782,B24676,Google
38103,11/15/2020 18:14,android,B56,D2704,B10662,google
38676,11/15/2020 18:26,android,B56,D2704,B12680,LinkedIn
38085,11/15/2020 18:14,android,B56,D2704,B14702,Youtube
38859,11/15/2020 18:30,android,B56,D2704,B30533,google
38797,11/15/2020 18:29,android,B56,D2704,C078,YOUTUBE
38618,11/15/2020 18:25,android,B56,D2704,E5432,google
38267,11/15/2020 18:18,android,B56,D2704,E8605,Youtube
38204,11/15/2020 18:17,android,B56,D2704,F1757,YOUTUBE
38642,11/15/2020 18:25,android,B56,D2704,F3248,YOUTUBE
38958,11/15/2020 18:32,android,B56,D2704,F3250,youtube
38340,11/15/2020 18:19,android,B56,D2704,F5196,facebook
38084,11/15/2020 18:14,android,B56,D2704,F8940,GOOGLE
38256,11/15/2020 18:18,android,B56,D2704,G5217,Google
38142,11/15/2020 18:15,android,B56,D2704,G7695,YOUTUBE
38793,11/15/2020 18:29,android,B56,D2704,H0288,LinkedIn
38373,11/15/2020 18:20,android,B56,D2704,H1139,Google
38040,11/15/2020 18:13,android,B56,D2704,H5317,YOUTUBE
39139,11/15/2020 18:36,android,B56,D2704,H5582,youtube
37951,11/15/2020 18:12,android,B56,D2704,H6720,google
39040,11/15/2020 18:34,android,B56,D2704,H6891,LinkedIn
38700,11/15/2020 18:26,android,B56,D2704,I2994,GOOGLE
38365,11/15/2020 18:20,android,B56,D2704,I3107,FACEBOOK
38321,11/15/2020 18:19,android,B56,D2704,I4264,Google
39042,11/15/2020 18:34,android,B56,D2704,I6831,YOUTUBE
38287,11/15/2020 18:18,android,B56,D2704,I7704,linkedin
40055,11/15/2020 18:56,android,B56,D2704,I8425,GOOGLE
38756,11/15/2020 18:28,android,B56,D2704,J5659,Google
14398,11/15/2020 9:16,android,B56038,I9445,C1137,GOOGLE
49208,11/15/2020 21:26,android,B56069,E0532,B13763,LinkedIn
49369,11/15/2020 21:28,android,B56069,E0532,B13763,google
49388,11/15/2020 21:29,android,B56069,E0532,C7778,GOOGLE
49265,11/15/2020 21:27,android,B56069,E0532,J5464,Youtube
49346,11/15/2020 21:28,android,B56069,E0532,J5464,youtube
29330,11/15/2020 14:59,android,B56175,D1571,D5963,GOOGLE
36626,11/15/2020 17:46,android,B56189,H7937,H6198,Google
37019,11/15/2020 17:56,android,B56203,H0283,B09541,Youtube
37058,11/15/2020 17:57,android,B56203,H0283,B09541,Google
36950,11/15/2020 17:54,android,B56218,G0007,J3947,youtube
37261,11/15/2020 18:01,android,B56218,G0007,J3947,LinkedIn
25274,11/15/2020 13:16,android,B5624,B5907,G8373,youtube
25497,11/15/2020 13:23,android,B5624,B5907,G8373,google
25506,11/15/2020 13:23,android,B5624,B5907,G8373,facebook
5816,11/15/2020 2:33,android,B5627,I7136,B10399,facebook
5774,11/15/2020 2:30,android,B5627,I7136,B18262,facebook
5890,11/15/2020 2:38,android,B5627,I7136,B18262,google
6187,11/15/2020 3:04,android,B5627,I7136,C5346,linkedin
6125,11/15/2020 2:56,android,B5627,I7136,E4686,Youtube
5668,11/15/2020 2:25,android,B5627,I7136,E5537,linkedin
5885,11/15/2020 2:37,android,B5627,I7136,J240,facebook
48668,11/15/2020 21:17,android,B56303,E3191,H0965,youtube
16406,11/15/2020 9:55,android,B564,G3688,H3468,facebook
16440,11/15/2020 9:56,android,B564,G3688,H3468,linkedin
16525,11/15/2020 9:58,android,B564,G3688,H3468,google
18680,11/15/2020 10:35,android,B56400,F8633,H6156,facebook
17795,11/15/2020 10:19,android,B56469,C8615,F089,google
4845,11/15/2020 1:42,android,B5647,B1271,B19516,youtube
24810,11/15/2020 13:02,android,B56568,D9,B13800,google
25013,11/15/2020 13:08,android,B56568,D9,B13800,LinkedIn
24841,11/15/2020 13:03,android,B56568,D9,B18837,google
24680,11/15/2020 12:59,android,B56568,D9,I6990,YOUTUBE
24779,11/15/2020 13:01,android,B56568,D9,J3014,LinkedIn
24934,11/15/2020 13:06,android,B56568,D9,J3014,FACEBOOK
19953,11/15/2020 11:03,android,B56600,H0283,G6281,facebook
5977,11/15/2020 2:44,android,B5664,C4779,B05385,FACEBOOK
5939,11/15/2020 2:41,android,B5664,C4779,B30934,YOUTUBE
30771,11/15/2020 15:32,android,B56776,E4995,H0499,google
30851,11/15/2020 15:34,android,B56776,E4995,H5582,Youtube
30952,11/15/2020 15:36,android,B56776,E4995,H5582,google
36181,11/15/2020 17:35,android,B56823,H3963,B30533,LinkedIn
15719,11/15/2020 9:43,android,B56829,I5392,E8662,linkedin
47409,11/15/2020 21:01,android,B56870,H8975,B13763,LinkedIn
47478,11/15/2020 21:02,android,B56870,H8975,D6990,FACEBOOK
22737,11/15/2020 12:05,android,B56955,I2903,B0379,FACEBOOK
22925,11/15/2020 12:10,android,B56955,I2903,I860,YOUTUBE
48122,11/15/2020 21:09,android,B56969,I3855,J5847,google
48250,11/15/2020 21:11,android,B56969,I3855,J5847,youtube
3399,11/15/2020 0:59,android,B56997,C5724,J7606,youtube
46133,11/15/2020 20:43,android,B57023,I6453,B13763,Youtube
41781,11/15/2020 19:28,android,B57102,B6447,F2723,facebook
49871,11/15/2020 21:37,android,B57139,E8320,D1321,facebook
46969,11/15/2020 20:55,android,B57158,B0657,I1804,LinkedIn
14086,11/15/2020 9:10,android,B57184,I4177,B17580,YOUTUBE
11447,11/15/2020 8:09,android,B57185,D61,B13644,Google
14863,11/15/2020 9:24,android,B57224,I2226,B7268,linkedin
14911,11/15/2020 9:26,android,B57224,I2226,E2009,GOOGLE
14995,11/15/2020 9:28,android,B57224,I2226,E2009,FACEBOOK
15101,11/15/2020 9:30,android,B57224,I2226,E2009,linkedin
14623,11/15/2020 9:20,android,B57224,I2226,E8747,Google
14661,11/15/2020 9:21,android,B57224,I2226,H1406,linkedin
43065,11/15/2020 19:47,android,B57345,E4352,B13763,FACEBOOK
39137,11/15/2020 18:36,android,B5748,E1503,B17580,Google
39129,11/15/2020 18:36,android,B5748,E1503,G4835,Google
9741,11/15/2020 7:18,android,B57557,C6556,G6232,YOUTUBE
45375,11/15/2020 20:31,android,B57571,H2067,J9981,linkedin
26243,11/15/2020 13:42,android,B57579,D1174,B30934,google
8428,11/15/2020 6:29,android,B57715,G8639,I860,FACEBOOK
42196,11/15/2020 19:35,android,B5772,H7312,B13763,LinkedIn
42651,11/15/2020 19:41,android,B5772,H7312,E2730,google
40662,11/15/2020 19:08,android,B57771,B1150,J9554,youtube
40725,11/15/2020 19:09,android,B57771,B1150,J9554,GOOGLE
48513,11/15/2020 21:15,android,B57852,B3187,D1699,LinkedIn
4087,11/15/2020 1:17,android,B5786,I6863,E8662,google
4142,11/15/2020 1:18,android,B5786,I6863,E8662,youtube
4354,11/15/2020 1:25,android,B5786,I6863,F0396,google
4378,11/15/2020 1:26,android,B5786,I6863,H1139,Google
4187,11/15/2020 1:20,android,B5786,I6863,I3993,FACEBOOK
4911,11/15/2020 1:45,android,B5792,B9868,H3377,FACEBOOK
4835,11/15/2020 1:42,android,B5792,B9868,H6156,YOUTUBE
4852,11/15/2020 1:43,android,B5792,B9868,H9474,Youtube
7335,11/15/2020 5:05,android,B57934,B0120,B09606,YOUTUBE
27648,11/15/2020 14:17,android,B57969,F9045,E6627,Youtube
38237,11/15/2020 18:17,android,B57982,H5579,B0592,Youtube
38911,11/15/2020 18:31,android,B57982,H5579,B32853,linkedin
39026,11/15/2020 18:33,android,B57982,H5579,E3165,Google
39004,11/15/2020 18:33,android,B57982,H5579,E3309,YOUTUBE
38984,11/15/2020 18:32,android,B57982,H5579,I3993,linkedin
37092,11/15/2020 17:57,android,B58003,C1409,B5047,youtube
46026,11/15/2020 20:41,android,B58014,B1186,B30533,Google
46335,11/15/2020 20:46,android,B58014,B1186,D0185,linkedin
44735,11/15/2020 20:19,android,B58014,B1186,D536,FACEBOOK
45238,11/15/2020 20:28,android,B58014,B1186,D536,YOUTUBE
45901,11/15/2020 20:39,android,B58014,B1186,D536,youtube
45050,11/15/2020 20:25,android,B58014,B1186,H0210,google
44964,11/15/2020 20:24,android,B58014,B1186,I7519,facebook
44974,11/15/2020 20:24,android,B58014,B1186,I7519,facebook
45118,11/15/2020 20:26,android,B58014,B1186,I7519,FACEBOOK
46509,11/15/2020 20:49,android,B58014,B1186,J7945,Youtube
8902,11/15/2020 6:48,android,B58030,B0242,I860,Google
35548,11/15/2020 17:19,android,B58080,H5920,B19516,linkedin
25109,11/15/2020 13:11,android,B58100,D5700,B26580,youtube
25184,11/15/2020 13:13,android,B58100,D5700,H1,FACEBOOK
25025,11/15/2020 13:09,android,B58100,D5700,I860,YOUTUBE
35623,11/15/2020 17:21,android,B58127,H4126,J3243,linkedin
35570,11/15/2020 17:20,android,B58127,H4126,J3626,facebook
41420,11/15/2020 19:22,android,B58184,H2038,B13763,LinkedIn
1624,11/15/2020 0:24,android,B58228,D6473,B05252,facebook
1240,11/15/2020 0:19,android,B58228,D6473,B18695,GOOGLE
1201,11/15/2020 0:18,android,B58228,D6473,B21521,facebook
1496,11/15/2020 0:22,android,B58228,D6473,B3774,linkedin
1834,11/15/2020 0:27,android,B58228,D6473,C6384,LinkedIn
110,11/15/2020 0:01,android,B58228,D6473,F2518,FACEBOOK
608,11/15/2020 0:08,android,B58228,D6473,H2824,GOOGLE
1411,11/15/2020 0:21,android,B58228,D6473,J1736,Youtube
1164,11/15/2020 0:17,android,B58228,D6473,J4500,FACEBOOK
3074,11/15/2020 0:51,android,B58343,F0576,B07746,FACEBOOK
3144,11/15/2020 0:53,android,B58343,F0576,H1406,LinkedIn
10294,11/15/2020 7:36,android,B58349,C8457,B08691,FACEBOOK
10384,11/15/2020 7:39,android,B58349,C8457,F8940,linkedin
31402,11/15/2020 15:44,android,B58444,D7655,B07996,YOUTUBE
31110,11/15/2020 15:39,android,B58444,D7655,H6879,facebook
32012,11/15/2020 15:56,android,B58482,D7762,E25,Youtube
1785,11/15/2020 0:26,android,B58489,I4078,B04719,GOOGLE
1119,11/15/2020 0:17,android,B58489,I4078,B21057,youtube
1446,11/15/2020 0:22,android,B58489,I4078,B681,FACEBOOK
1610,11/15/2020 0:24,android,B58489,I4078,B7563,linkedin
1664,11/15/2020 0:25,android,B58489,I4078,C3382,YOUTUBE
1173,11/15/2020 0:18,android,B58489,I4078,C8008,LinkedIn
1223,11/15/2020 0:18,android,B58489,I4078,C9588,FACEBOOK
1578,11/15/2020 0:24,android,B58489,I4078,D8777,FACEBOOK
1549,11/15/2020 0:23,android,B58489,I4078,I0560,Google
1617,11/15/2020 0:24,android,B58489,I4078,I0560,FACEBOOK
1036,11/15/2020 0:16,android,B58489,I4078,I2150,youtube
1670,11/15/2020 0:25,android,B58489,I4078,J19,youtube
1402,11/15/2020 0:21,android,B58489,I4078,J6148,youtube
4758,11/15/2020 1:38,android,B58513,F2485,C0309,LinkedIn
4791,11/15/2020 1:40,android,B58513,F2485,C3872,facebook
4776,11/15/2020 1:39,android,B58513,F2485,D2290,FACEBOOK
4847,11/15/2020 1:42,android,B58513,F2485,E1368,Youtube
4714,11/15/2020 1:37,android,B58513,F2485,G0041,GOOGLE
4726,11/15/2020 1:37,android,B58513,F2485,H0218,YOUTUBE
4778,11/15/2020 1:39,android,B58513,F2485,I7599,GOOGLE
7083,11/15/2020 4:40,android,B58644,D2784,C7894,YOUTUBE
7116,11/15/2020 4:43,android,B58644,D2784,C7894,Youtube
7109,11/15/2020 4:43,android,B58644,D2784,H9807,youtube
1098,11/15/2020 0:17,android,B58781,I2936,B6627,youtube
1602,11/15/2020 0:24,android,B58781,I2936,B6627,GOOGLE
21870,11/15/2020 11:46,android,B58807,C9831,B30934,google
16515,11/15/2020 9:57,android,B58823,C3240,B0379,GOOGLE
16868,11/15/2020 10:03,android,B58823,C3240,H9527,youtube
20755,11/15/2020 11:21,android,B58921,D9112,B21833,google
20446,11/15/2020 11:14,android,B58921,D9112,B30934,LinkedIn
20488,11/15/2020 11:15,android,B58921,D9112,D8517,GOOGLE
17595,11/15/2020 10:15,android,B58955,J0222,B16970,YOUTUBE
17677,11/15/2020 10:16,android,B58955,J0222,B16970,facebook
16628,11/15/2020 9:59,android,B58955,J0222,B18458,facebook
18332,11/15/2020 10:28,android,B58955,J0222,B18458,facebook
18982,11/15/2020 10:42,android,B58955,J0222,B2533,Youtube
19146,11/15/2020 10:46,android,B58955,J0222,B2533,Youtube
17119,11/15/2020 10:07,android,B58955,J0222,B3581,YOUTUBE
17650,11/15/2020 10:16,android,B58955,J0222,B3581,LinkedIn
18366,11/15/2020 10:29,android,B58955,J0222,D4482,Youtube
19139,11/15/2020 10:45,android,B58955,J0222,D6723,LinkedIn
16663,11/15/2020 10:00,android,B58955,J0222,E25,facebook
18661,11/15/2020 10:35,android,B58955,J0222,E5153,facebook
18198,11/15/2020 10:26,android,B58955,J0222,F6699,Youtube
17225,11/15/2020 10:09,android,B58955,J0222,G647,facebook
19049,11/15/2020 10:43,android,B58955,J0222,G7611,Google
18261,11/15/2020 10:27,android,B58955,J0222,H3640,linkedin
18365,11/15/2020 10:29,android,B58955,J0222,H3785,YOUTUBE
19290,11/15/2020 10:48,android,B58955,J0222,H7452,Youtube
18339,11/15/2020 10:28,android,B58955,J0222,I0825,YOUTUBE
17384,11/15/2020 10:12,android,B58955,J0222,I5426,youtube
18438,11/15/2020 10:30,android,B58955,J0222,I8131,LinkedIn
18556,11/15/2020 10:33,android,B58955,J0222,I8131,GOOGLE
17250,11/15/2020 10:10,android,B58955,J0222,J2272,facebook
24799,11/15/2020 13:02,android,B5900,C5458,I9577,google
19404,11/15/2020 10:52,android,B59033,E0496,F8320,facebook
9304,11/15/2020 7:05,android,B59037,E4976,I8013,LinkedIn
46518,11/15/2020 20:49,android,B59064,I5639,F8320,LinkedIn
46549,11/15/2020 20:50,android,B59064,I5639,F8320,linkedin
16984,11/15/2020 10:05,android,B59142,B9462,B18262,Google
17103,11/15/2020 10:07,android,B59142,B9462,B18262,LinkedIn
26591,11/15/2020 13:50,android,B59207,H0219,B0834,FACEBOOK
26627,11/15/2020 13:51,android,B59207,H0219,B11961,LinkedIn
26690,11/15/2020 13:52,android,B59207,H0219,B29798,linkedin
26653,11/15/2020 13:51,android,B59207,H0219,B9720,FACEBOOK
26701,11/15/2020 13:53,android,B59207,H0219,J4451,google
26711,11/15/2020 13:53,android,B59207,H0219,J4451,youtube
48291,11/15/2020 21:12,android,B59302,F3237,E1604,facebook
30667,11/15/2020 15:30,android,B59313,I7468,I0893,LinkedIn
23958,11/15/2020 12:38,android,B59406,E4287,C4920,Google
35933,11/15/2020 17:29,android,B59513,E3165,B10337,GOOGLE
36005,11/15/2020 17:31,android,B59513,E3165,G3359,facebook
10359,11/15/2020 7:38,android,B59592,C2257,I9373,GOOGLE
10403,11/15/2020 7:39,android,B59592,C2257,I9373,FACEBOOK
41892,11/15/2020 19:30,android,B59633,I8571,D1251,GOOGLE
37156,11/15/2020 17:59,android,B59634,I9233,B19516,GOOGLE
36976,11/15/2020 17:55,android,B59634,I9233,I4704,Youtube
45003,11/15/2020 20:24,android,B59697,B2776,E3978,Google
43270,11/15/2020 19:51,android,B59781,J1435,B07959,YOUTUBE
43411,11/15/2020 19:53,android,B59781,J1435,B07959,Google
43112,11/15/2020 19:48,android,B59781,J1435,C129,YOUTUBE
43407,11/15/2020 19:53,android,B59781,J1435,C129,Google
42817,11/15/2020 19:43,android,B59781,J1435,C5191,youtube
42879,11/15/2020 19:44,android,B59781,J1435,D7010,Google
42360,11/15/2020 19:37,android,B59781,J1435,I7980,google
42950,11/15/2020 19:45,android,B59781,J1435,I7980,linkedin
657,11/15/2020 0:09,android,B59882,C4160,B4398,linkedin
448,11/15/2020 0:06,android,B59882,C4160,D1251,LinkedIn
802,11/15/2020 0:11,android,B59882,C4160,J7759,FACEBOOK
29035,11/15/2020 14:53,android,B60102,E9565,B27651,FACEBOOK
28779,11/15/2020 14:47,android,B60102,E9565,D7336,FACEBOOK
28991,11/15/2020 14:52,android,B60102,E9565,E0405,GOOGLE
29095,11/15/2020 14:54,android,B60102,E9565,I8467,YOUTUBE
28941,11/15/2020 14:51,android,B60102,E9565,J0193,facebook
28886,11/15/2020 14:50,android,B60102,E9565,J529,Youtube
49781,11/15/2020 21:36,android,B60106,B5757,B12842,Google
49335,11/15/2020 21:28,android,B60106,B5757,B13763,Google
49437,11/15/2020 21:30,android,B60106,B5757,B21465,Youtube
49546,11/15/2020 21:32,android,B60106,B5757,G2005,LinkedIn
22204,11/15/2020 11:53,android,B6016,I0499,B19856,Google
22089,11/15/2020 11:51,android,B6016,I0499,F1977,linkedin
13340,11/15/2020 8:55,android,B60236,I5721,D4482,Google
14136,11/15/2020 9:11,android,B60236,I5721,H2266,LinkedIn
14187,11/15/2020 9:12,android,B60236,I5721,H2266,linkedin
19374,11/15/2020 10:51,android,B60374,I2192,C1137,Google
19240,11/15/2020 10:47,android,B60374,I2192,D359,Youtube
42965,11/15/2020 19:45,android,B6040,D2925,H3972,Youtube
43178,11/15/2020 19:49,android,B6040,D2925,I0771,YOUTUBE
1662,11/15/2020 0:25,android,B6043,C0935,C9459,linkedin
8917,11/15/2020 6:49,android,B60447,E9411,C4906,Google
42059,11/15/2020 19:33,android,B60464,I7137,B06866,Youtube
41262,11/15/2020 19:19,android,B60464,I7137,F1757,Google
42331,11/15/2020 19:36,android,B60464,I7137,I0429,facebook
40606,11/15/2020 19:07,android,B6052,B1156,B04035,Google
40502,11/15/2020 19:05,android,B6052,B1156,B06866,Google
120,11/15/2020 0:01,android,B60586,E7706,H3227,FACEBOOK
29966,11/15/2020 15:14,android,B60622,E029,B10509,Youtube
29790,11/15/2020 15:10,android,B60622,E029,B32167,FACEBOOK
29945,11/15/2020 15:13,android,B60622,E029,E9879,facebook
29799,11/15/2020 15:10,android,B60622,E029,F0045,linkedin
35158,11/15/2020 17:11,android,B60722,H8481,B13835,linkedin
35354,11/15/2020 17:16,android,B60722,H8481,B13835,Google
